VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount,total_amount
2,2015-01-15 15:33:58 +00:00,2015-01-15 15:43:56 +00:00,1,1.52,-73.96800995,40.76031876,-73.95172119,40.77282715,8.5,0,9.3
2,2015-01-15 15:33:59 +00:00,2015-01-15 15:47:54 +00:00,6,1.42,-73.96527863,40.75266266,-73.96527863,40.75266266,10,0,10.8
2,2015-01-15 15:33:59 +00:00,2015-01-16 15:09:34 +00:00,5,4.46,-73.95119476,40.78276443,-73.98918915,40.74035645,23,0,23.8
2,2015-01-15 15:33:59 +00:00,2015-01-15 15:48:35 +00:00,1,2.17,-73.95506287,40.76538849,-73.9798584,40.77885437,11,0,11.8
2,2015-01-15 15:33:59 +00:00,2015-01-15 16:11:57 +00:00,1,9.87,-73.97908783,40.76137543,-73.87114716,40.77422333,32.5,9.66,48.29
2,2015-01-15 15:34:00 +00:00,2015-01-15 16:37:39 +00:00,5,27.69,-74.01344299,40.70605087,-73.78360748,40.64376068,52,5,63.13
2,2015-01-15 15:34:00 +00:00,2015-01-15 15:39:43 +00:00,1,0.91,-73.99142456,40.75150681,-73.99464417,40.75762177,6,1.5,8.3
2,2015-01-15 15:34:00 +00:00,2015-01-15 16:35:46 +00:00,1,5.47,-73.99104309,40.7347374,-73.98247528,40.74768066,37.5,2,40.3
2,2015-01-15 15:34:02 +00:00,2015-01-15 15:48:26 +00:00,1,2.5,-73.98068237,40.75096512,-73.97808075,40.77804184,11.5,2.5,14.8
2,2015-01-15 15:34:02 +00:00,2015-01-15 15:57:50 +00:00,1,2.76,-73.97702026,40.75658798,-73.94696808,40.78082657,16.5,3.3,20.6
2,2015-01-15 09:44:01 +00:00,2015-01-15 09:50:06 +00:00,1,0.97,-73.94748688,40.77124786,-73.95504761,40.77839661,6,1,7.8
2,2015-01-15 09:44:01 +00:00,2015-01-15 09:52:49 +00:00,1,1.3,-73.98921204,40.74208069,-74.0063324,40.73936844,7.5,1.5,9.8
2,2015-01-15 09:44:01 +00:00,2015-01-15 09:51:54 +00:00,1,0.77,-73.96705627,40.76103973,-73.96705627,40.76103973,6.5,0,7.3
2,2015-01-15 09:44:01 +00:00,2015-01-15 09:50:36 +00:00,2,0.8,-73.95852661,40.76016998,-73.97035217,40.76200104,6,1.2,8
2,2015-01-15 09:44:02 +00:00,2015-01-15 09:51:33 +00:00,1,1.61,-74.00846863,40.73469162,-74.01187134,40.71430206,8,1.6,10.4
2,2015-01-15 09:44:02 +00:00,2015-01-15 10:03:43 +00:00,1,2.33,-73.98496246,40.76414871,-73.95381927,40.76665115,13.5,0,14.3
2,2015-01-15 09:44:02 +00:00,2015-01-15 09:49:48 +00:00,1,0.51,-73.98445892,40.74526215,-73.97860718,40.74107361,5.5,0,6.3
2,2015-01-15 09:44:02 +00:00,2015-01-15 09:48:06 +00:00,1,1.14,-73.96434021,40.7564888,-73.95326233,40.76836014,5.5,0,6.3
2,2015-01-15 09:44:03 +00:00,2015-01-15 09:55:53 +00:00,1,1.49,-73.9805069,40.73405838,-73.96951294,40.74878693,9.5,1,11.3
2,2015-01-15 09:44:03 +00:00,2015-01-15 09:52:13 +00:00,1,1.59,-73.98674011,40.7612381,-73.97260284,40.78065109,8,0,8.8
2,2015-01-15 09:44:03 +00:00,2015-01-15 10:00:15 +00:00,6,2.12,-73.99263763,40.75357056,-73.99193573,40.7298584,12,2.4,15.2
2,2015-01-15 09:44:04 +00:00,2015-01-15 09:50:09 +00:00,2,1.58,-73.98082733,40.73804092,-73.99385071,40.71834183,7,1.4,9.2
2,2015-01-15 09:44:04 +00:00,2015-01-15 09:48:02 +00:00,2,0.63,-73.98310089,40.76684189,-73.97324371,40.76195908,5,1,6.8
2,2015-01-15 09:44:04 +00:00,2015-01-15 09:50:33 +00:00,1,0.62,-73.99806213,40.72277832,-74.00533295,40.72710419,5.5,1.1,7.4
2,2015-01-15 09:44:05 +00:00,2015-01-15 09:56:10 +00:00,1,1.8,-73.98188782,40.76296616,-73.98693085,40.74289703,9.5,2.38,12.68
2,2015-01-15 09:44:05 +00:00,2015-01-15 10:00:47 +00:00,1,2.19,-73.98736572,40.76573181,-73.993927,40.74090958,12,1,13.8
2,2015-01-15 09:44:06 +00:00,2015-01-15 10:02:47 +00:00,1,5.03,-74.0165863,40.70965958,-73.9549942,40.71709061,18,3.6,22.4
2,2015-01-15 09:44:06 +00:00,2015-01-15 10:12:06 +00:00,1,3.3,-73.97908783,40.7299118,-73.98181152,40.7624054,19,0.01,19.81
2,2015-01-15 09:44:06 +00:00,2015-01-15 09:57:50 +00:00,1,1.91,-73.95688629,40.78097534,-73.97387695,40.75730133,10.5,2,13.3
2,2015-01-15 09:44:06 +00:00,2015-01-15 09:49:08 +00:00,1,0.57,-73.98377991,40.74107361,-73.99169922,40.74287796,5.5,0,6.3
2,2015-01-15 09:44:06 +00:00,2015-01-15 09:52:09 +00:00,5,0.86,-73.96247864,40.7591095,-73.97216797,40.76200867,7,1.4,9.2
2,2015-01-15 18:11:57 +00:00,2015-01-15 18:14:00 +00:00,1,0.69,-74.00107574,40.75192261,-73.99411774,40.75740814,4,1.25,7.05
2,2015-01-15 18:11:57 +00:00,2015-01-15 18:26:13 +00:00,2,3.45,-73.98109436,40.77943802,-73.95314026,40.82277679,13,2.8,17.6
2,2015-01-15 18:11:57 +00:00,2015-01-15 18:18:04 +00:00,2,1.51,-73.96832275,40.75504303,-73.97363281,40.73858643,7,1,9.8
2,2015-01-15 18:11:57 +00:00,2015-01-15 18:19:14 +00:00,2,1.33,-73.99039459,40.74203491,-73.98016357,40.73073578,7,0,8.8
2,2015-01-15 18:11:58 +00:00,2015-01-15 18:29:19 +00:00,2,2.78,-73.95020294,40.77972031,-73.98091888,40.7701149,13.5,2.9,18.2
2,2015-01-15 18:11:58 +00:00,2015-01-15 18:17:38 +00:00,6,0.73,-73.99572754,40.73347092,-74.00375366,40.72695923,5.5,1,8.3
2,2015-01-15 18:11:58 +00:00,2015-01-15 19:12:48 +00:00,4,21.26,-73.98387146,40.78076172,-73.78014374,40.64576721,52,5,63.13
2,2015-01-15 18:11:58 +00:00,2015-01-15 18:20:51 +00:00,1,1.66,-73.97821045,40.76323318,-73.97827911,40.78333664,8.5,1.9,12.2
2,2015-01-15 18:11:59 +00:00,2015-01-15 18:14:09 +00:00,1,0.54,-73.94976807,40.78764343,-73.9541626,40.78150177,4,0.6,6.4
2,2015-01-15 18:11:59 +00:00,2015-01-15 18:20:35 +00:00,1,1.17,-74.00553131,40.74068069,-73.99552155,40.73065186,7.5,1.7,11
2,2015-01-15 18:11:59 +00:00,2015-01-15 18:18:26 +00:00,1,1.03,-73.95225525,40.77733612,-73.95566559,40.76595688,6.5,2.25,10.55
2,2015-01-15 18:12:00 +00:00,2015-01-15 18:23:02 +00:00,2,1.96,-74.00187683,40.74579239,-73.98577118,40.76055145,9.5,2.1,13.4
2,2015-01-15 10:46:19 +00:00,2015-01-15 11:01:23 +00:00,5,1.66,-73.97821045,40.75296021,-73.99550629,40.74573135,11,0,11.8
2,2015-01-15 10:46:19 +00:00,2015-01-15 11:00:40 +00:00,1,1.96,-73.98462677,40.76185989,-74.00437927,40.74219894,11,0,11.8
2,2015-01-15 10:46:19 +00:00,2015-01-15 11:02:51 +00:00,1,3.01,-73.98316193,40.73858643,-74.01121521,40.71334839,13,0,13.8
2,2015-01-15 10:46:20 +00:00,2015-01-15 10:58:39 +00:00,1,1.61,-74.01728821,40.70695114,-74.00318146,40.71553802,9.5,2.85,13.15
2,2015-01-15 10:46:20 +00:00,2015-01-15 10:51:52 +00:00,6,0.69,-73.9644165,40.76964569,-73.96961212,40.76348114,5.5,1,7.3
2,2015-01-15 10:46:21 +00:00,2015-01-15 11:03:29 +00:00,5,1.68,-73.9577179,40.77779388,-73.97418976,40.76055145,12,0,12.8
2,2015-01-15 10:46:21 +00:00,2015-01-15 11:09:06 +00:00,1,4.54,-74.01009369,40.70510101,-73.98516846,40.74251938,19.5,1,21.3
2,2015-01-15 10:46:21 +00:00,2015-01-15 10:56:55 +00:00,1,1.46,-73.97657013,40.7755394,-73.98548889,40.75806046,8.5,1.7,11
2,2015-01-15 10:46:23 +00:00,2015-01-15 10:50:59 +00:00,1,0.77,-73.96071625,40.77517319,-73.95317841,40.78346634,5.5,0,6.3
2,2015-01-15 10:46:23 +00:00,2015-01-15 10:51:33 +00:00,6,0.91,-74.01144409,40.70869827,-74.00723267,40.70493317,5.5,0,6.3
2,2015-01-15 10:46:23 +00:00,2015-01-15 11:06:50 +00:00,1,2.9,-73.97673035,40.7361412,-74.00033569,40.72086334,15.5,3.88,20.18
2,2015-01-15 10:46:23 +00:00,2015-01-15 10:55:07 +00:00,5,1.56,-73.95619202,40.77183914,-73.97251892,40.75674057,8,1.58,10.38
2,2015-01-15 10:46:23 +00:00,2015-01-15 10:49:35 +00:00,1,0.64,-73.97438049,40.78298569,-73.98140717,40.77858353,4.5,0.5,5.8
2,2015-01-15 10:46:23 +00:00,2015-01-15 10:52:31 +00:00,1,0.96,-74.00231934,40.75024796,-73.99274445,40.75844574,6,1.2,8
2,2015-01-15 10:46:24 +00:00,2015-01-15 10:53:57 +00:00,2,1.11,-73.96716309,40.76079941,-73.9526825,40.76591873,6.5,0,7.3
2,2015-01-15 10:46:24 +00:00,2015-01-15 10:56:23 +00:00,1,1.08,-73.96723938,40.76926041,-73.97395325,40.75614548,8,0,8.8
2,2015-01-15 10:46:24 +00:00,2015-01-15 10:49:51 +00:00,2,0.44,-73.98712921,40.73931122,-73.98297119,40.74496078,4,0,4.8
2,2015-01-15 10:46:24 +00:00,2015-01-15 10:50:29 +00:00,1,0.75,-73.97542572,40.76367569,-73.97116852,40.75585175,5,1,6.8
2,2015-01-15 10:46:25 +00:00,2015-01-15 11:05:27 +00:00,1,2.02,-73.95253754,40.74147797,-73.97261047,40.75308609,52,11.47,69.6
2,2015-01-15 10:46:25 +00:00,2015-01-15 11:01:42 +00:00,1,2.61,-73.98217773,40.74759674,-74.00557709,40.72699356,12,3,15.8
2,2015-01-15 10:46:26 +00:00,2015-01-15 10:59:51 +00:00,1,1.87,-73.96154022,40.75601578,-73.96039581,40.77587891,10.5,1.8,13.1
2,2015-01-15 13:56:08 +00:00,2015-01-15 14:07:10 +00:00,1,0.43,-73.98471832,40.74792862,-73.98793793,40.7495842,8,2,10.8
2,2015-01-15 13:56:09 +00:00,2015-01-15 14:00:36 +00:00,1,0.57,-73.98093414,40.78098679,-73.98190308,40.77388382,5,1,6.8
2,2015-01-15 13:56:09 +00:00,2015-01-15 14:11:00 +00:00,1,1.64,-73.97385406,40.76386642,-73.99103546,40.75032806,10.5,2.1,13.4
2,2015-01-15 13:56:09 +00:00,2015-01-15 14:02:38 +00:00,1,0.52,-73.95278931,40.77594757,-73.95751953,40.77332306,5.5,0,6.3
2,2015-01-15 13:56:09 +00:00,2015-01-15 14:04:22 +00:00,1,0.99,-73.99675751,40.76306915,-73.98737335,40.754879,7,0,7.8
2,2015-01-15 13:56:09 +00:00,2015-01-15 14:02:41 +00:00,1,1.12,-73.99461365,40.74549103,-74.00559235,40.73866653,6.5,0,7.3
2,2015-01-15 13:56:09 +00:00,2015-01-15 14:03:21 +00:00,1,0.96,-73.9540863,40.78416061,-73.96446228,40.792099,7,1,8.8
2,2015-01-15 13:56:09 +00:00,2015-01-15 13:59:28 +00:00,5,0.4,-73.99188232,40.72589874,-73.99011993,40.73226929,4,0,4.8
2,2015-01-15 13:56:09 +00:00,2015-01-15 14:42:24 +00:00,1,12.3,-73.87109375,40.77381134,-73.9949646,40.71605682,43.5,0,49.63
2,2015-01-15 13:56:10 +00:00,2015-01-15 14:00:53 +00:00,1,0.88,-74.00705719,40.7345314,-73.99884796,40.74143982,5,0,5.8
2,2015-01-15 13:56:11 +00:00,2015-01-15 14:18:13 +00:00,2,4.65,-73.97583008,40.7644043,-74.00983429,40.72142792,18,4.5,23.3
2,2015-01-15 13:56:11 +00:00,2015-01-15 14:35:40 +00:00,1,12.42,-73.87611389,40.77338791,-73.98690033,40.76122665,42,0,48.13
2,2015-01-15 13:56:12 +00:00,2015-01-15 14:21:55 +00:00,1,2,-74.00526428,40.72375488,-73.98989868,40.74707031,15.5,3.1,19.4
2,2015-01-15 13:56:12 +00:00,2015-01-15 14:07:13 +00:00,5,0.61,-73.97705078,40.75555038,-73.97786713,40.74932861,8,1.6,10.4
2,2015-01-15 13:56:12 +00:00,2015-01-15 14:03:44 +00:00,6,3.54,-73.95520782,40.82004166,-73.98095703,40.78162384,12,2.4,15.2
2,2015-01-15 13:56:13 +00:00,2015-01-15 14:11:20 +00:00,1,0.7,-73.98886871,40.73664856,-73.98487091,40.74529648,10,2,12.8
2,2015-01-15 13:56:14 +00:00,2015-01-15 14:00:15 +00:00,6,0.55,-73.95611572,40.77867889,-73.96234894,40.7747612,4.5,0,5.3
2,2015-01-15 13:56:14 +00:00,2015-01-15 14:08:10 +00:00,6,1.68,-73.99717712,40.72478867,-74.0160675,40.71121979,9.5,1.9,12.2
2,2015-01-15 13:56:14 +00:00,2015-01-15 14:15:34 +00:00,1,0,-73.97562408,40.74957275,-73.99126434,40.75006866,12,0,12.8
2,2015-01-15 13:56:14 +00:00,2015-01-15 14:09:52 +00:00,1,2.08,-73.97277832,40.7618103,-73.94754791,40.77117538,11,1.5,13.3
2,2015-01-15 13:56:14 +00:00,2015-01-15 14:12:51 +00:00,1,2.4,-73.95461273,40.76744843,-73.98143768,40.76369095,12.5,1.5,14.8
2,2015-01-15 23:39:21 +00:00,2015-01-15 23:44:33 +00:00,1,1.05,-73.98079681,40.7508316,-73.99598694,40.75909424,6,1.3,8.6
2,2015-01-15 23:39:21 +00:00,2015-01-15 23:41:54 +00:00,1,0.71,-73.97389221,40.76500702,-73.95638275,40.78719711,4.5,1,6.8
2,2015-01-15 23:39:21 +00:00,2015-01-15 23:49:19 +00:00,3,2.02,-73.99157715,40.68515778,-73.9634552,40.67583847,9,2.38,12.68
2,2015-01-15 23:39:21 +00:00,2015-01-15 23:46:50 +00:00,1,1.13,-73.95598602,40.71750641,-73.94874573,40.70754623,7,1.88,10.18
2,2015-01-15 23:39:21 +00:00,2015-01-15 23:54:34 +00:00,4,3.03,-74.00346375,40.72522354,-73.98212433,40.76264954,12.5,3.25,17.05
2,2015-01-15 23:39:21 +00:00,2015-01-15 23:44:30 +00:00,5,1.45,-74.00334167,40.73886108,-73.99010468,40.75672531,6.5,0,7.8
2,2015-01-15 23:39:21 +00:00,2015-01-15 23:43:37 +00:00,5,0.74,-73.99033356,40.73368835,-74.0015564,40.73651123,5,1.1,7.4
2,2015-01-15 23:39:22 +00:00,2015-01-16 00:04:30 +00:00,1,6.27,-74.00888824,40.71596146,-73.93582916,40.6871109,23,5.88,30.18
2,2015-01-15 23:39:22 +00:00,2015-01-15 23:58:49 +00:00,1,8.5,-73.98587799,40.72297287,-73.96688843,40.64006042,26,5.3,32.6
2,2015-01-15 23:39:23 +00:00,2015-01-15 23:45:12 +00:00,1,0.95,-74.00408936,40.72212601,-73.98946381,40.71883774,6,1.3,8.6
2,2015-01-15 23:39:23 +00:00,2015-01-15 23:46:13 +00:00,2,2.41,-73.98297882,40.73086929,-73.9611969,40.76069641,9,0,10.3
2,2015-01-15 23:39:24 +00:00,2015-01-15 23:49:18 +00:00,4,1.85,-73.9836731,40.73094559,-73.99973297,40.71450043,8.5,0,9.8
2,2015-01-15 23:39:25 +00:00,2015-01-15 23:53:40 +00:00,6,9.84,-73.95863342,40.74430847,-73.83322144,40.76341629,27,0,28.3
2,2015-01-15 23:39:25 +00:00,2015-01-15 23:44:17 +00:00,1,0.92,-73.99169159,40.72241211,-73.9788208,40.72416687,5.5,1,7.8
2,2015-01-15 23:39:26 +00:00,2015-01-15 23:45:38 +00:00,1,1.95,-73.99372864,40.74153137,-73.99816132,40.7608757,8,1.7,11
2,2015-01-15 23:39:26 +00:00,2015-01-15 23:50:23 +00:00,3,2.31,-74.00190735,40.73055649,-74.01282501,40.70654678,10,2.1,13.4
2,2015-01-15 23:39:26 +00:00,2015-01-15 23:48:09 +00:00,1,1.81,-73.98240662,40.74856949,-73.98159027,40.73252869,8.5,1.8,11.6
2,2015-01-15 23:39:26 +00:00,2015-01-15 23:49:47 +00:00,1,2.23,-73.99317169,40.74126816,-73.98246002,40.76779938,10,2.1,13.4
2,2015-01-15 23:39:26 +00:00,2015-01-15 23:45:19 +00:00,2,1.83,-73.97615051,40.78607559,-73.95742035,40.80418015,7.5,1.76,10.56
2,2015-01-15 23:39:27 +00:00,2015-01-15 23:48:07 +00:00,1,1.97,-73.98327637,40.75601959,-73.98298645,40.77691269,8.5,1.8,11.6
2,2015-01-15 23:39:27 +00:00,2015-01-15 23:58:13 +00:00,1,4.03,-73.98979187,40.73430634,-73.95411682,40.78050613,16,0,17.3
1,2015-01-15 23:05:27 +00:00,2015-01-15 23:17:46 +00:00,1,2.7,-73.95357513,40.77949142,-73.97280884,40.74829102,11,0,12.3
1,2015-01-15 23:05:27 +00:00,2015-01-15 23:14:30 +00:00,1,2.3,-73.972229,40.76177597,-73.94758606,40.77977753,9.5,2.15,12.95
1,2015-01-15 23:05:27 +00:00,2015-01-15 23:10:54 +00:00,2,0.7,-73.92124176,40.76712418,-73.9327774,40.77141953,5.5,0,6.8
1,2015-01-15 23:05:28 +00:00,2015-01-15 23:16:29 +00:00,1,1.6,-74.00712585,40.73493958,-73.98404694,40.73196411,9,2.05,12.35
1,2015-01-15 23:05:29 +00:00,2015-01-15 23:25:13 +00:00,2,3.7,-74.00517273,40.71993256,-73.96797943,40.75150681,16,0,17.3
1,2015-01-15 23:05:29 +00:00,2015-01-15 23:24:47 +00:00,1,4.4,-73.98725891,40.75046539,-73.97089386,40.79838562,17.5,4.7,23.5
1,2015-01-15 23:05:29 +00:00,2015-01-15 23:24:06 +00:00,2,4.6,-74.00354767,40.72680664,-73.97913361,40.66996765,17.5,3.76,22.56
1,2015-01-15 23:05:29 +00:00,2015-01-15 23:21:46 +00:00,1,3.3,-73.99659729,40.72350693,-73.994133,40.7591095,14,1,16.3
1,2015-01-15 23:05:30 +00:00,2015-01-15 23:24:46 +00:00,2,10.8,-73.86601257,40.77053833,-73.78403473,40.66562271,31.5,0,32.8
1,2015-01-15 23:05:30 +00:00,2015-01-15 23:11:19 +00:00,2,1,-73.94784546,40.8013649,-73.93637085,40.79447937,6,0,7.3
1,2015-01-15 23:05:30 +00:00,2015-01-15 23:10:30 +00:00,1,1,-73.98680115,40.74055862,-73.98707581,40.72928619,5.5,1.35,8.15
1,2015-01-15 23:05:32 +00:00,2015-01-15 23:17:52 +00:00,1,2,-74.00484467,40.74154663,-73.97663116,40.7395134,10.5,3.5,15.3
1,2015-01-15 23:05:32 +00:00,2015-01-15 23:09:13 +00:00,1,0.7,-73.98819733,40.74583435,-73.99718475,40.74206543,4.5,0,5.8
1,2015-01-15 23:05:32 +00:00,2015-01-15 23:16:31 +00:00,1,1.9,-73.98609161,40.76171494,-73.99494934,40.74475861,9.5,1.5,12.3
1,2015-01-15 23:05:32 +00:00,2015-01-15 23:09:50 +00:00,1,0.9,-73.98660278,40.76162338,-73.9755249,40.76528168,5,1.85,8.15
2,2015-01-15 13:58:14 +00:00,2015-01-15 14:09:45 +00:00,2,1.06,-73.95982361,40.76229095,-73.96952057,40.7593689,8.5,1.7,11
2,2015-01-15 13:58:15 +00:00,2015-01-15 14:21:47 +00:00,1,8.24,-73.95881653,40.78023911,-73.87319183,40.77441025,27,6.47,39.6
2,2015-01-15 13:58:15 +00:00,2015-01-15 14:00:21 +00:00,2,0.58,-73.97018433,40.76460648,-73.9655304,40.7714386,4,0,4.8
2,2015-01-15 13:58:15 +00:00,2015-01-15 14:11:12 +00:00,1,1.79,-73.99412537,40.75113678,-73.96934509,40.74925995,10,2,12.8
2,2015-01-15 13:58:16 +00:00,2015-01-15 14:19:54 +00:00,5,3.32,-73.97351074,40.76346207,-73.99934387,40.72349167,15,0,15.8
2,2015-01-15 13:58:16 +00:00,2015-01-15 14:18:15 +00:00,5,1.69,-73.96575928,40.76534653,-73.98165894,40.7466507,13,2.6,16.4
2,2015-01-15 13:58:16 +00:00,2015-01-15 14:04:14 +00:00,1,0.93,-73.97199249,40.76002884,-73.96125793,40.76667023,6,0,6.8
2,2015-01-15 13:58:17 +00:00,2015-01-15 14:31:19 +00:00,1,12.1,-73.98498535,40.76330185,-73.86558533,40.77092361,37.5,10.71,54.34
2,2015-01-15 13:58:17 +00:00,2015-01-15 14:24:00 +00:00,5,2.34,-73.96877289,40.76420593,-73.99103546,40.73907852,16.5,3,20.3
2,2015-01-15 13:58:18 +00:00,2015-01-15 14:12:56 +00:00,1,1.89,-74.00734711,40.74118042,-73.98059845,40.73421097,10.5,1,12.3
2,2015-01-15 13:58:18 +00:00,2015-01-15 14:19:26 +00:00,1,8.05,-73.8627243,40.76886368,-73.94769287,40.71129227,25,5,30.8
2,2015-01-15 13:58:18 +00:00,2015-01-15 14:11:13 +00:00,1,1.26,-73.98480988,40.75363541,-73.99056244,40.76026535,9,0,9.8
2,2015-01-15 13:58:18 +00:00,2015-01-15 14:08:23 +00:00,6,2.04,-73.93974304,40.7492485,-73.93974304,40.7492485,9.5,1.9,12.2
2,2015-01-15 13:58:18 +00:00,2015-01-15 14:04:57 +00:00,1,0.94,-73.95924377,40.78031921,-73.94451141,40.77537155,6,1.2,8
2,2015-01-15 13:58:18 +00:00,2015-01-15 14:05:42 +00:00,1,0.99,-73.99692535,40.72278595,-73.98947144,40.71788025,6.5,1.3,8.6
2,2015-01-15 13:58:18 +00:00,2015-01-15 14:28:00 +00:00,6,1.23,-74.00826263,40.71425629,-73.98784637,40.74956131,17.5,0,18.3
2,2015-01-15 13:58:19 +00:00,2015-01-15 14:31:36 +00:00,1,6.25,-73.99834442,40.72468185,-73.99201202,40.77468872,26.5,3,30.3
2,2015-01-15 13:58:20 +00:00,2015-01-15 14:07:16 +00:00,1,0.73,-73.97524261,40.75799179,-73.98265076,40.76268768,7,0,7.8
2,2015-01-15 13:58:20 +00:00,2015-01-15 14:07:46 +00:00,5,0.96,-73.97698212,40.77125168,-73.9651413,40.76895142,7.5,0,8.3
2,2015-01-15 13:58:20 +00:00,2015-01-15 14:03:06 +00:00,1,1.11,-74.01567078,40.71139145,-74.01024628,40.72510147,6,1.5,8.3
2,2015-01-15 13:58:21 +00:00,2015-01-15 14:23:51 +00:00,5,10.85,-73.98620605,40.7561264,-73.87245941,40.77456284,33,11.5,50.63
2,2015-01-15 13:58:21 +00:00,2015-01-15 14:02:21 +00:00,2,0.61,-73.9765625,40.68289185,-73.98103333,40.68936539,5,1,6.8
2,2015-01-15 17:11:43 +00:00,2015-01-15 17:12:53 +00:00,1,0.24,-74.00169373,40.73778915,-73.99719238,40.73580933,3,0,4.8
2,2015-01-15 17:11:44 +00:00,2015-01-15 17:19:49 +00:00,1,1.42,-73.96531677,40.76644516,-73.97576141,40.75044632,7.5,1,10.3
2,2015-01-15 17:11:44 +00:00,2015-01-15 17:20:17 +00:00,3,1.97,-74.01179504,40.71892166,-74.00795746,40.7460556,8.5,0,10.3
2,2015-01-15 17:11:44 +00:00,2015-01-15 17:16:35 +00:00,5,0.94,-73.9786911,40.7588501,-73.98640442,40.75682831,5.5,0,7.3
2,2015-01-15 17:11:45 +00:00,2015-01-15 17:19:46 +00:00,1,1.27,-73.96347809,40.76605988,-73.9822998,40.77516937,7.5,1.7,11
2,2015-01-15 17:11:45 +00:00,2015-01-15 17:28:24 +00:00,1,1.52,-73.99169159,40.74959946,-73.97781372,40.76391983,11.5,2.5,15.8
2,2015-01-15 17:11:45 +00:00,2015-01-15 17:40:08 +00:00,5,5.46,-73.97309113,40.7538414,-73.90858459,40.72044373,20.5,0,27.63
2,2015-01-15 17:11:46 +00:00,2015-01-15 17:28:26 +00:00,2,3.51,-73.97002411,40.76414871,-73.96591949,40.80380249,14,0,15.8
2,2015-01-15 17:11:46 +00:00,2015-01-15 17:30:03 +00:00,1,2.84,-74.00041962,40.71734238,-73.98989868,40.74968338,13.5,2.9,18.2
2,2015-01-15 17:11:46 +00:00,2015-01-15 17:24:20 +00:00,5,1.43,-73.98603821,40.75777817,-73.97341156,40.76166153,9.5,0,11.3
1,2015-01-15 23:05:32 +00:00,2015-01-15 23:25:50 +00:00,1,3,-73.98253632,40.76506424,-74.00006104,40.73493195,14.5,0,15.8
1,2015-01-15 23:05:32 +00:00,2015-01-15 23:11:49 +00:00,2,1.5,-73.9684906,40.75066757,-73.95352173,40.76739502,7,0,8.3
1,2015-01-15 23:05:33 +00:00,2015-01-15 23:15:50 +00:00,1,2.3,-73.99742126,40.72149277,-73.98825836,40.74853516,10,2.25,13.55
1,2015-01-15 23:05:33 +00:00,2015-01-15 23:15:34 +00:00,1,4.5,-74.00679016,40.70528793,-73.97211456,40.74723053,15,1.7,18
1,2015-01-15 23:05:34 +00:00,2015-01-15 23:07:43 +00:00,1,0.4,-73.97160339,40.7660675,-73.96621704,40.77040482,3.5,0.95,5.75
1,2015-01-15 23:05:35 +00:00,2015-01-15 23:19:40 +00:00,1,2.9,-74.00469971,40.70830536,-74.00566101,40.74196625,12.5,2.75,16.55
1,2015-01-15 23:52:04 +00:00,2015-01-15 23:54:17 +00:00,1,0.5,-73.99868011,40.7297287,-74.00043488,40.73551178,4,0,5.3
1,2015-01-15 23:52:05 +00:00,2015-01-16 00:10:55 +00:00,1,6.3,-73.98697662,40.72530365,-73.96292114,40.79835892,20.5,4.35,26.15
1,2015-01-15 23:52:06 +00:00,2015-01-16 00:15:38 +00:00,1,7.2,-73.99463654,40.75196075,-73.94965363,40.67777252,23.5,4.95,29.75
1,2015-01-15 23:52:07 +00:00,2015-01-16 00:13:01 +00:00,1,8.3,-73.97560883,40.75491333,-74.05792236,40.74277878,60,0,70.05
1,2015-01-15 23:52:07 +00:00,2015-01-15 23:55:44 +00:00,1,1.2,-73.95359039,40.68216324,-73.96710968,40.68955994,5.5,2.04,8.84
1,2015-01-15 23:52:08 +00:00,2015-01-16 00:13:35 +00:00,1,12.6,-73.86268616,40.76885223,-73.98155975,40.73648834,35.5,8.43,50.56
1,2015-01-15 23:52:08 +00:00,2015-01-16 00:16:41 +00:00,1,4.7,-73.98711395,40.72045135,-73.97020721,40.76539993,21,0,22.3
1,2015-01-15 23:52:08 +00:00,2015-01-15 23:59:18 +00:00,1,2.3,-73.98119354,40.74460983,-73.95907593,40.76504517,8.5,0,9.8
1,2015-01-15 23:52:08 +00:00,2015-01-16 00:00:49 +00:00,1,2,-73.97344971,40.75960541,-73.99038696,40.77524948,9,1.7,12
1,2015-01-15 23:52:09 +00:00,2015-01-16 00:10:33 +00:00,1,5,-73.99343872,40.72023392,-73.97816467,40.77802658,17,3.65,21.95
1,2015-01-15 23:52:09 +00:00,2015-01-15 23:56:28 +00:00,1,0.9,-73.98369598,40.76641464,-73.97750092,40.7570076,5.5,1,7.8
1,2015-01-15 23:52:09 +00:00,2015-01-16 00:05:25 +00:00,1,2.7,-74.00554657,40.74568939,-74.00801849,40.71073151,11.5,1.5,14.3
1,2015-01-15 23:52:09 +00:00,2015-01-16 00:16:23 +00:00,1,9.3,-73.8710022,40.77365112,-73.91593933,40.68970871,28.5,5,34.8
1,2015-01-15 23:52:10 +00:00,2015-01-16 00:18:39 +00:00,1,11.6,-73.98947144,40.74128342,-73.97853088,40.61404419,33.5,6.95,41.75
1,2015-01-15 23:52:10 +00:00,2015-01-16 00:10:10 +00:00,1,4.4,-73.98261261,40.74516678,-73.93930817,40.79764175,16.5,0,17.8
